GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.aps.services,JpmailSystemConstants,4,0,0,0,1,0,1,0,1,0
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.ent.system.services,SMTPServerConfigurationService,58,239,9,13,22,60,9,10,0,7
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.ent.system.services,EmailSenderService,55,200,5,5,15,49,4,11,0,10
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.apsadmin.mail,SmtpConfigAction,191,211,22,10,52,68,18,29,5,26
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.apsadmin.mail,MailSenderConfigAction,74,198,12,16,22,63,10,21,0,17
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.web,SMTPServerConfigurationController,114,52,9,1,26,10,7,3,2,3
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.web,EmailSenderController,14,133,2,4,2,24,2,7,0,6
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.ent.system.services.model,EmailSenderDto,64,26,8,0,7,12,7,6,3,6
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.ent.system.services.model,SMTPServerConfigurationDto,166,66,22,0,14,29,14,19,3,19
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.aps.services.mail.util,EmailAddressValidator,12,54,3,11,5,17,4,6,1,2
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.aps.services.mail,MailManager,209,469,23,24,51,117,23,27,3,23
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.aps.services.mail,MailConfig,2,180,6,8,1,54,6,27,0,26
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.aps.services.mail,SMTPAuthenticator,22,0,2,0,6,0,3,0,2,0
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.web.validator,EmailSenderValidator,36,85,4,6,9,17,6,5,2,4
Entando Plugin: Email Sender,org.entando.entando.plugins.jpmail.web.validator,SMTPServerConfigurationValidator,76,27,8,2,17,7,9,2,4,2
Entando Plugin: Email Sender,com.agiletec.plugins.jpmail.aps.services.mail.parse,MailConfigDOM,12,517,13,33,3,125,13,19,0,9
